,ECON,MUSC,BEO,PHP,APMA,MDVL,EDUC,PLME,GRMN,TAPS,PRSN,MED,CSCI,CLAS,GREK,AFRI,MPA,UNIV,ETHN,LATN,HMAN,POBS,ARCH,ARTS,HEBR,MATH,DATA,NEUR,SLAV,LANG,SAST,EGYT,BIOL,GNSS,PHIL,IAPA,ENGL,MES,ENGN,COLT,HIST,HIAA,SANS,FREN,ANTH,HNDI,KREA,RELS,CZCH,EEPS,SOC,COST,URBN,EINT,ARAB,JUDS,SWED,SIGN,STS,RUSS,PHYS,EAST,LITR,ASYR,YORU,LACA,VISA,HISP,ITAL,POLS,MGRK,CHEM,EMOW,MCM,CLPS,ENVS,TKSH,JAPN,AMST,CHIN
PRSN,0.1789901525708151,0.2769632360518531,0.28059032758076985,0.25972285603631057,0.21942148856861993,0.16196646673294404,0.31631715518647224,0.2500351307292779,0.33720938932328,0.2990610488504171,0.551329622666041,0.2504999219129483,0.26449036464262543,0.24334559363446065,0.3230844404315576,0.24145536869764328,0.18547359487662712,0.21126491284618776,0.21999868929075697,0.35299298034773935,0.20348658192382063,0.27142062415679297,0.1779252372627311,0.14541102548440296,0.4522712462478214,0.1994098574311162,0.25153568436702095,0.2741655434171359,0.2803754193915261,0.4258352484967973,0.21869254005806787,0.34925033317671883,0.26424851993081766,0.24033446246996903,0.20450384339162458,0.24250992616483322,0.3038382475742703,0.23678305603208996,0.2275735125479291,0.2401747651812103,0.22681453178899624,0.2588052581178776,0.4268876529402203,0.31499618054885004,0.2659419595431059,0.486983460187912,0.42181985990868676,0.22546234535572884,0.3473854102194309,0.23536709597748187,0.23689396360363715,0.23491224982879227,0.21783364961544674,0.47820323208967846,0.5283800620171759,0.1779041064696179,0.5274846901496252,0.47631319562594093,0.14620015549783905,0.37723663223512244,0.1770160813598583,0.316567945604523,0.30624168145435826,0.3149841750661532,0.5821408828099569,0.1704422768810366,0.314165120323499,0.32943655529783833,0.2703278615879707,0.20374832826976974,0.46094442456960677,0.22931392797652414,0.1482580673104773,0.2052202539868379,0.2778748314489018,0.22168068717869502,0.4433662392199039,0.3964661161104838,0.26153819759686786,0.47245511483578456
MED,0.22939672335987676,0.21605061396710679,0.26694394821301104,0.3714897031029041,0.24981749306438317,0.07478710078394216,0.32451553573061165,0.3957888279110193,0.22149428779237149,0.257479453018168,0.2504999088123441,0.4295036839223222,0.27306345444083674,0.1870040459525106,0.17209050494711847,0.24057675025840403,0.27445705607999116,0.2522398326545954,0.19000492340364006,0.16521828638544928,0.17420453518448817,0.20827318550599738,0.13816007461305252,0.13092059872113168,0.20931062391027805,0.19141258539774836,0.31115218710154297,0.3584912150659455,0.21607178020446252,0.254105148712794,0.25521041255976473,0.18808293225762707,0.37670534898766206,0.24786246586949207,0.2075357359754853,0.2813185303606588,0.20960857664871657,0.22499086637648621,0.2913561268122713,0.17346945857806575,0.21521005004514343,0.25620389348018524,0.1826299098669551,0.18800356135475643,0.2814754815130399,0.16188658824190497,0.19800328269290424,0.20891056326408014,0.2289393689017743,0.29866674196839865,0.28678644347434434,0.26602779868990184,0.27559725522994993,0.23485544559080154,0.23749398234067481,0.1660510665032133,0.2412812512367964,0.25906861524097624,0.09929432967270259,0.21181423323207788,0.22412579476600514,0.250533736764919,0.22021443244768307,0.2051943078142358,0.2826963664342959,0.11509329316262991,0.27831652437377236,0.2186234232031204,0.17019919838192157,0.23371562121162082,0.31506132723763586,0.27483588887861354,0.07270011709442768,0.17970766325138895,0.3177260178458792,0.3133534785537493,0.27754054304212333,0.21934513790765778,0.22871887560613685,0.23879524553859874
CSCI,0.20291013882212686,0.20950770258733495,0.2748356497993044,0.3003459337345853,0.30522684129989874,0.06216545795392408,0.28113036067628727,0.25622311797780456,0.20792849130946953,0.23785815021403794,0.26449035283889666,0.27306344758776757,0.35411611490195855,0.1548766856721601,0.1590432720050636,0.19611242974682885,0.23795692623721101,0.23108263463671372,0.15613635409138912,0.17077660712636727,0.1492695052522036,0.1776079191666965,0.11334742899486759,0.10834542475562292,0.22082775610077024,0.22986237090324152,0.3648596598227833,0.3078870682573862,0.18136725031373122,0.2547041010599904,0.1828029014085708,0.18290859639443185,0.28263218808914053,0.20985358837855514,0.19943600171190698,0.2311090856180752,0.19603877838975992,0.1951101947765286,0.2846612094547402,0.15380374729033378,0.17171078523569933,0.21564529899337095,0.19061741968424997,0.18464580497833943,0.22074968475528536,0.19825555232636044,0.21259909048842177,0.16843905290847141,0.2011119958609761,0.2561587650835147,0.2464752191069754,0.202570797224775,0.22161282732339807,0.23891324573981293,0.23376823670413058,0.13862080536787103,0.2607168106132009,0.2634104263754248,0.07635472438004184,0.20223406081544987,0.20179129935438703,0.2183173639399622,0.2232156753310987,0.1881966973905197,0.2790649491693643,0.09231800401700332,0.28320983907391656,0.19862306797524973,0.16285804646108187,0.19087190979961502,0.2952446869982595,0.22724210201893882,0.058959677591043515,0.16268896657991797,0.28137355846703904,0.2538694549860695,0.24888272602895922,0.20314795432188495,0.20247052818143693,0.24247106787936246
CLAS,0.15709909675577854,0.20039278156319698,0.16224134702767645,0.18750370560886398,0.1586239188936604,0.2000872817025733,0.21521614721487048,0.2108387662696519,0.2305768361694471,0.1926433693166473,0.24334559665017186,0.18700404975929164,0.15487668999167306,0.2702124930498876,0.23562720813476648,0.2170703654846113,0.16163314087357972,0.1829960461265208,0.21415372597482088,0.2390760232813634,0.22899329263157928,0.21694830102272264,0.2254450344485058,0.19939405558564302,0.2664967413237762,0.14785908563461309,0.15514338362928745,0.18544734011443875,0.20386111076472194,0.2208962534066467,0.24376374615738833,0.2709313531425626,0.19833281607946734,0.2372046589056941,0.2028479451449086,0.217158680320435,0.23918330373443425,0.251555012406577,0.1612013925460657,0.25468519459774347,0.25025939742305336,0.25066933065960956,0.24243739163059563,0.21968550510480003,0.24328862323492126,0.20986253781510247,0.1552785406848194,0.23609731797639377,0.20423236763703503,0.19076618224374084,0.20253893251090752,0.22947121926722863,0.20754723180185206,0.1826031006307208,0.2497636539777713,0.24233286020125167,0.22506353290685052,0.19793839277865896,0.20005646529617868,0.2614267632121813,0.13199377578092805,0.2714759406920036,0.1942857099143559,0.263911586739206,0.24475011389170373,0.2046454555078153,0.20147700111818448,0.2320925888855633,0.2174167101871757,0.20144335096379148,0.2558184952375346,0.17543103330291243,0.1959407391899731,0.20760264980188006,0.1945743036966668,0.19964211014713965,0.26453211758406336,0.19349716533158373,0.2320011375450988,0.1956615236739875
GREK,0.14340055995809015,0.19916476445380088,0.187382338847965,0.17364506720063483,0.16586896822771577,0.11826266112135879,0.20700447066103633,0.17949242635707682,0.2576097930838827,0.20263470049132593,0.3230844389957686,0.1720905063538036,0.1590432727932651,0.23562721154926944,0.2866154892357942,0.18940463082993175,0.13564899133537742,0.155740755253161,0.15992119729644544,0.2987121789392808,0.1677992896399691,0.20450703864994768,0.14024062624938857,0.11582166456306972,0.2912338213581178,0.16910332133380562,0.15065008509360875,0.2025368667479294,0.22755065209801412,0.23742796656572157,0.16871541277838073,0.2728145046405391,0.18248189979797835,0.20492871319099018,0.2088535443152068,0.17813285698472706,0.24920952745786945,0.1728305211290717,0.16065432303564267,0.22377731391443087,0.18144952272471912,0.20293781017423035,0.3124521373667651,0.24264490474403524,0.2008508257802952,0.26587365684875597,0.20045264224366596,0.19049515001943848,0.1949835519383972,0.16517016490055655,0.17113997648016382,0.18596273620237802,0.1598191962266962,0.24223582295235246,0.2731565375902897,0.17092692662953157,0.3033168766802798,0.2423775005930414,0.11653660524995454,0.2682456585982546,0.16434030900651123,0.21394967504481124,0.22303174063628023,0.2609923342695563,0.29857524753444725,0.12928796273882054,0.19271265714517052,0.2317825599045568,0.2115433805111724,0.15946905037385922,0.30804319396459806,0.18778731306562857,0.11183355936276106,0.14734814021477244,0.19853992694212744,0.15494593655984362,0.28034183450508865,0.2121987305348739,0.18652908745449773,0.24869758690779453
AFRI,0.18742358903290124,0.22609662321742185,0.19805389771169823,0.23224191914789447,0.17917231730309854,0.0664343375998525,0.27606142805261646,0.2503817268823296,0.25122129341220195,0.23942830768811357,0.24145535634058277,0.24057674141850596,0.19655303417821254,0.21843435130260952,0.19269973157367448,0.2962919192480934,0.22444299280774074,0.24332185431849213,0.2199258508157195,0.21819135801378275,0.17949864968800747,0.23514907511939273,0.13238453887664847,0.10393870174600857,0.2566992131750879,0.15040524316503265,0.20040541969796233,0.22740762567968417,0.20997280948814306,0.27144703811140564,0.27539794175611415,0.2266805367437816,0.236939075171752,0.2815732768589131,0.21922072520894112,0.2660194513206316,0.2708949514031002,0.25006288430492885,0.19434243479236826,0.22510384154572552,0.24886526206805368,0.2666306769891462,0.21637708095197633,0.2283102930769063,0.26866563658756826,0.1872128205714611,0.17556667677410764,0.22543409294264521,0.23918892604457895,0.21926777062075792,0.2580555761720475,0.2415199495940646,0.27750129721967914,0.21747319563291967,0.26680385611565194,0.21135389419123632,0.24743821562790289,0.2461202464816047,0.08036752602688134,0.2585240835389752,0.14822614840104062,0.28658625084967865,0.23943810356903297,0.21725250544486477,0.30863787197485204,0.10982608084228056,0.26089274197172924,0.24866843716078282,0.2085567892950175,0.24547914517692648,0.280483015569881,0.18590287064614927,0.06088969150711441,0.18017603933031004,0.2305947709417677,0.25786139227722477,0.2801151254963947,0.2024874986722929,0.2428322981031374,0.22586075385435378
MPA,0.2552347326291265,0.17049411919029403,0.22022552242269738,0.3077460795869166,0.20259527987962977,0.011995473699062129,0.3250216114142075,0.2512059831060469,0.18340409346634434,0.21308375010371675,0.1854735840111971,0.27445704404264687,0.23795692307113936,0.16163312847742678,0.13564898191058697,0.22444298958502393,0.3328514514588996,0.2580489060678519,0.17587318145378958,0.1323542632573905,0.14158908942753765,0.17446007749787532,0.09132282481119082,0.07499487262917683,0.18462325878984603,0.1421360035330343,0.26289558139164,0.23628363451929404,0.16551212080133457,0.25698300475875535,0.25413156314087765,0.1352724158554338,0.24533535592512168,0.26109772039434087,0.21076670252718033,0.3083802220605624,0.2048658814632847,0.2121166851288373,0.21426414361214918,0.15844928275924064,0.20262598682935393,0.22058575843142247,0.1388394311768934,0.15527440550038588,0.25093212092074396,0.13383765330538153,0.15904241908186423,0.18042500370600242,0.19307434529764578,0.22717537353303105,0.29840884604634577,0.21256666145248648,0.30090533174574374,0.22344735430087895,0.1992100164759904,0.16123244248382335,0.17793653726112096,0.22800400592386721,0.04356750826656935,0.18587471861445176,0.1411799720429699,0.24376223971776198,0.19860658601611955,0.14901830384818215,0.2248004034743644,0.06744156262355272,0.23888211009274843,0.19502917742638876,0.1525897579404185,0.2890149190364515,0.27029684649780394,0.18036160519148003,0.013371711415384195,0.14424441650547323,0.26437695472501216,0.3097207744472793,0.2393064734665677,0.16798057509353384,0.1981099372953395,0.20068644431885332
UNIV,0.19494970491137248,0.20419663773597374,0.2539604941755533,0.26794616462994775,0.16646445522918688,0.07162337326299166,0.3118148371677621,0.26398215498775246,0.23073943469762093,0.2348965899787145,0.2112648904323578,0.2522398251108825,0.23108262478065245,0.18299603656466518,0.1557407436349119,0.24332184971469203,0.25804890695610083,0.2952259199304895,0.20995002255187414,0.16051920607065162,0.1741377579420054,0.2030897576380521,0.13575868614191444,0.12376571718137712,0.24733597040176392,0.13005792136563368,0.2488551276922226,0.2353813056834042,0.20167993080491822,0.2902460063186785,0.2687203893704074,0.16654005862462024,0.2525494028595191,0.2567962745347848,0.2198165012774989,0.27445566034798036,0.2405697019694715,0.2227602336422673,0.20442325199092162,0.1851751745279346,0.22969717718115462,0.23410935593082716,0.1775255066497872,0.1956249437283259,0.2455899078363123,0.18259806429967285,0.1979545815770204,0.21058323695181813,0.19908682350069282,0.2058945836610205,0.2778725740700387,0.23652458967537515,0.25434791870415213,0.26488948697224257,0.2446331451026102,0.2076696750630314,0.2483911987394094,0.262207987010479,0.08623701786855235,0.20501351715488866,0.12201941549754701,0.26975304130464794,0.22441997854297774,0.17626899934063356,0.3092814142505328,0.10949036612336595,0.2574103201091614,0.23947962137136722,0.18789135800459636,0.2434656143133693,0.27490424625575544,0.18108798325856162,0.06775566416035872,0.17032429623492534,0.2508911001174287,0.2885755141930921,0.28249052256345747,0.21617625461891293,0.22409799962454902,0.2641569094732404
ETHN,0.1413906037059845,0.19643384175926845,0.17620543041931733,0.19388107595993972,0.1324126867448255,0.30762426214659216,0.24576215352366063,0.21035051371741464,0.20239869703073055,0.21053664501919966,0.21999868699571207,0.19000492623031495,0.15613635830728684,0.21415372875294977,0.15657426643489575,0.21992584696495485,0.17587318965081414,0.20995002540917734,0.26335726306863105,0.16905233539892212,0.24671877212152737,0.2301543852646968,0.26456133271161536,0.28881061146967113,0.23200758660419118,0.11966095792145509,0.14125219459390445,0.1728816439181673,0.2020769395555059,0.26329756355179207,0.23401234449413258,0.18015243359822927,0.19980202577330738,0.20850805572846873,0.15306321533746087,0.21651105063395493,0.2161758163404179,0.24714436153659508,0.15317620705230725,0.2342814755343036,0.2423176653148554,0.21558321182294235,0.1913143249879044,0.19800491176336812,0.23613158766741316,0.18739214320001857,0.18425513230012877,0.21096197332493577,0.20211647562072835,0.16781441837158784,0.2064249993462692,0.21282879738371188,0.21486389088982139,0.22191886761270108,0.24090506639405493,0.23870477987429936,0.2363640976005367,0.23260333459558233,0.2845118080335115,0.2165493221282737,0.12428484699350693,0.25583350863806636,0.18891669103509878,0.17928650761060122,0.2800621214130568,0.2898974350939794,0.22278009962741724,0.23829575806226538,0.20299042475911075,0.1949197307808184,0.22427447708323597,0.1630446280757779,0.3032197574628905,0.24513514426922936,0.1766487330682596,0.21554886913660898,0.2497444172866554,0.23215468810383408,0.25566907471893013,0.22805216415630034
LATN,0.1354459119751921,0.22176607593320552,0.185540881815056,0.175125734835691,0.19204369513967703,0.0937742156975825,0.20445118090994227,0.20833344411415358,0.28213650883648483,0.22998045205938009,0.3529929894540045,0.16521828750148415,0.17077660517355475,0.2390760180069178,0.298712164453981,0.21564059812202593,0.13235426344481918,0.16051921780531606,0.16905233927536756,0.3762140374648262,0.16179648434783342,0.22907492805396518,0.12738081788936373,0.08908985749197501,0.31665501598682666,0.17595200097156605,0.1448184156200538,0.19886610876434507,0.24069408811628817,0.30199213905466926,0.17540395235465395,0.312094032816175,0.19350640495999827,0.21149170996669012,0.2045576352388598,0.1876468567550344,0.2851397382026557,0.1865494912889387,0.1662809906086112,0.2432413833655624,0.19874778818283173,0.23347811906745558,0.34492200058367517,0.27841495304161473,0.21417111578262132,0.3051756457487742,0.2045537712259425,0.20306377408196072,0.218905100847284,0.18412960361253233,0.17555405932192045,0.19074734972306975,0.17919828401878476,0.2675234772264957,0.32116203115632136,0.17177470290033078,0.3363708925743898,0.27988094384471573,0.08828437710685345,0.31429886968637055,0.15503202450725562,0.2288473063565713,0.26836734968047865,0.27925141566536493,0.3305806209643682,0.11840937213562269,0.22663587538552457,0.28394355907274244,0.24204945554717994,0.1628003251106095,0.3095176399250825,0.1845251759906829,0.08681136485033979,0.14792962889844752,0.19516943990619798,0.1564478578319448,0.26745384075678885,0.2302757188367347,0.20031123615076973,0.25923505062237384
HMAN,0.12616481426453977,0.21178866024809226,0.18754102148476146,0.18253770121681842,0.13120604332971642,0.40506088325773526,0.21390207660696817,0.18520190774072562,0.18695021407913343,0.2005319218802634,0.20348658512837142,0.17420453749476902,0.14926950722115842,0.22899329595773132,0.16779928517957238,0.17949864749654168,0.1415890935483349,0.17413775680038418,0.24671877572566348,0.16179648327055357,0.2818137053027824,0.21489391220853693,0.32572464558225145,0.3774199936974553,0.20920235285615568,0.11944376948725534,0.15305663512704232,0.177867333769276,0.21309794453773848,0.18103695542161022,0.19015644571619444,0.18168260452965956,0.19821322551042445,0.1930475271556517,0.1542978328652492,0.1860301781791389,0.193379955718757,0.22789299698795454,0.15642549145007653,0.23971059264935454,0.22711694520724893,0.20265264491888751,0.17528558796852506,0.19199028285145078,0.21301955083593868,0.16389187738419542,0.1645059319493431,0.21195231252035307,0.16090642103377067,0.1714260929664518,0.18410012513473076,0.21253110327870348,0.1735570416530414,0.20030687770415698,0.210748569073496,0.24452350641161413,0.18938201290345,0.18886834024902313,0.3775281054910832,0.1921264683999991,0.12401000233622449,0.19924546923498238,0.17343246988108463,0.18082149840781206,0.21964032611539286,0.35910747807396487,0.2037984513737089,0.20910069596533093,0.20688489028503979,0.16847379732739173,0.1986848998213968,0.17713518845658763,0.40036709597206377,0.27573265248177364,0.1678793565059474,0.19767265551374472,0.20588568541626898,0.2088933908155248,0.25168407955460415,0.18630010989271448
POBS,0.15248743034151233,0.221214985509513,0.19083370868861677,0.21422316646964132,0.16518031676852166,0.20382904413258074,0.25686794338234026,0.21511422770097852,0.24338883268026015,0.23036204970995897,0.2714206219712893,0.20827317724842578,0.1776079192319414,0.21694829229747745,0.20450702673057095,0.2336537610447976,0.1744600797672756,0.20308975541312246,0.2301543797927332,0.22907492585356037,0.214893909374988,0.25872219247427913,0.2024326423202258,0.20105321774445475,0.2659743285427491,0.1404538478637749,0.1742283199816011,0.2114550336350042,0.22944338894138733,0.2893272418528795,0.21941606480195852,0.21452037933437776,0.21987759864765194,0.22298150468402758,0.18448529868153854,0.21247600522488938,0.24926568987765063,0.23623228751655137,0.17602652918347272,0.24072507063852666,0.22574560811732652,0.24392816108430881,0.23589102299728743,0.23378359188488684,0.24279001745658044,0.22129136109352113,0.19906849153339862,0.21141241867456356,0.24438765546772628,0.2007556963127683,0.21803648448162355,0.21822208622483433,0.22364577058702706,0.26054795783013107,0.2815111670146386,0.205725632548177,0.2800521471351385,0.2669080670922995,0.19216218866663984,0.2578549699538218,0.13388598490003498,0.25055159164156066,0.23056996394828375,0.20811047836517294,0.2945936914285024,0.20849922412199054,0.24193558981561142,0.27605315923108154,0.22628990916177058,0.18565646519221585,0.2831406998336315,0.17795736061066716,0.19643881181022152,0.20902077985966924,0.21538095874544658,0.2252171361872128,0.2768590110782534,0.24286633124388754,0.23697554433567955,0.2417530509057854
ARCH,0.088551271115245,0.18308908964322387,0.1620985453984901,0.14971228254512128,0.10442797294674004,0.5620048076992794,0.17942334207234825,0.15502845006595437,0.14278629587517128,0.15747921248990357,0.17792524634464796,0.13816007025170085,0.1133474307423157,0.22544503448127817,0.1402406164809637,0.13238453298816832,0.09132282377144221,0.1357586812974392,0.26456132995221354,0.12738081592506442,0.32572463569898824,0.20243264210236933,0.41149248892288454,0.49100809437451043,0.18656338403135342,0.10248426735819709,0.115323866001449,0.13262122760521217,0.21945450878154268,0.12906531908616325,0.13178768182885559,0.1762612437401568,0.170743377360351,0.13530741149905878,0.09644073149596806,0.14088264899941813,0.1451755185023058,0.21451422333435602,0.12116987807678177,0.23502586644826468,0.21775030919087027,0.1600539946850049,0.15621002354001737,0.16001653879982863,0.18445174502434578,0.1493140580899575,0.14946016145556607,0.18975093037675636,0.1145896543617424,0.1352385202913427,0.14066121617405322,0.17320431567094957,0.12055804581385945,0.14888709798163058,0.18343274181045202,0.2589831072018212,0.15772696737857425,0.13755908440501777,0.5106551605654542,0.1592441339483825,0.10212950214266539,0.14346127168769895,0.11108460736416345,0.16264093219259984,0.17091314518958137,0.471376830170094,0.1530560634026696,0.18409032249620955,0.19854687829102463,0.12577267916713447,0.13388121129714373,0.15469741101930995,0.5558800483600114,0.30413117837362397,0.11653530002219284,0.15074166114964668,0.1606716896078604,0.19435544855751133,0.2486663356227593,0.15001251815794772
ARTS,0.05310091622436055,0.19998732085579024,0.20807230055332185,0.14059785136617006,0.07431032764400507,0.733222477324307,0.16682550608630067,0.12147175492718816,0.11562647618175972,0.17214369296748191,0.14541103690862656,0.1309206073312089,0.10834543361155881,0.1993940605881757,0.11582165559132894,0.10393870181642563,0.07499487907160074,0.12376571702770889,0.2888106226510856,0.08908984835259616,0.37742000020770056,0.20105322758480906,0.4910081130333756,0.60725871399045,0.14421138316392898,0.06790595665833363,0.0899855806492269,0.1330592596437782,0.2784970144430796,0.10080184728528062,0.07831131189263292,0.12102018377821272,0.1614463001372156,0.10625597822766464,0.058498765759170054,0.10837751727328092,0.11690948347012246,0.1905951017247779,0.11915845224347105,0.24155781297678394,0.19465383582177934,0.12555424885481203,0.13512571305036544,0.14171520637503515,0.15506753716199922,0.14074815049767495,0.16474668240795529,0.1741104074150362,0.07766587327932939,0.09511582956904369,0.11433064178921855,0.16613757378137153,0.08489433311391621,0.16502351202070714,0.1497408248639355,0.2589585042998402,0.11507697775959966,0.11578697804361582,0.6538086420763284,0.12949131807227704,0.08786172810941935,0.09518799613288138,0.09785018258055465,0.1050716841360554,0.15292568604151405,0.6022160090410557,0.15365731258137638,0.18009341106481963,0.1929614487569779,0.09897775277714518,0.09884271513670682,0.1511349559569841,0.7318123959004879,0.35611026212217883,0.08684092464391142,0.1247347804296407,0.1278214472066611,0.18410092059522867,0.26507824298654065,0.1442473346101386
HEBR,0.16713138571735187,0.274135268362308,0.21144878230988978,0.22658447615445743,0.21374432973621427,0.14589034754317254,0.29520961188379374,0.26922758234043914,0.33544861194160247,0.2469613177057666,0.4522712685995632,0.20931065347976982,0.2208277652954006,0.26649675655755256,0.2912338190362789,0.256699221503989,0.1846232672260764,0.2473359887798627,0.23200761312840595,0.3166550467411677,0.20920237169791295,0.26597435628374416,0.18656340736159263,0.14421138080457843,0.7046704212824504,0.19004491580629043,0.22361598474284014,0.2294779439420941,0.22330918908119202,0.3662019454770618,0.2597378304316884,0.35478116157982087,0.24247719203933663,0.2619384359090756,0.20968768894672393,0.24496475618798286,0.32954969974298054,0.3144576858196939,0.19965337471877412,0.27422338218561243,0.2543462992480791,0.2553779499180484,0.36015429885851014,0.3041209956838025,0.25147170434968596,0.374394990503788,0.32280928931302494,0.27834003464299806,0.3476306026180585,0.22392951729633506,0.23640125449269245,0.2528091087523434,0.21556689627468587,0.33019821904599667,0.49969786281387013,0.3215361601776547,0.4850640222430229,0.40463421990474063,0.14259763805894182,0.3828878204027812,0.17855588377375778,0.3457355376643439,0.2973256530585112,0.3327790850566493,0.45268044703536564,0.1580957050953144,0.29924546322528867,0.3312258600737109,0.27003020332314265,0.2251596773015883,0.39117928594350815,0.2416102716553153,0.12361798891797662,0.20047136490485803,0.2300412857975585,0.22841395910770174,0.41937266464034717,0.379594158132871,0.2580474747939863,0.37756562339408056
MATH,0.18615009875468072,0.16080581692064028,0.16906729396855966,0.21313190249541547,0.4018923195019162,0.0707958954753022,0.18953242809343848,0.19441277907356957,0.1806353359262447,0.1468662189993351,0.1994098466538796,0.19141258055434182,0.22986236543781566,0.1478590790960785,0.1675266590772596,0.14993403205864753,0.14213600292833606,0.13005793615487743,0.11966095726542202,0.175952000902246,0.11944377053678555,0.140453843499047,0.10248427139973863,0.0679059595790353,0.19004489468749275,0.44087851574433495,0.27717719593572177,0.2329057189806892,0.14861961526118897,0.13353076671729935,0.14389292923007885,0.1963246531976796,0.20104036595190977,0.15728523403892972,0.2073369867637203,0.16168005451835957,0.15897875386903376,0.14091703967741603,0.2511672865266635,0.13914861477117985,0.13995810083834437,0.1591840681419627,0.18363506908909502,0.1700392325242071,0.16846728301481567,0.14709075802556154,0.15687283703168345,0.14688580606241494,0.12621093455858168,0.23691751555096432,0.1718665315446418,0.15144817398333654,0.15960388684814628,0.1733368281275034,0.20187246297648404,0.12251236532727196,0.19895999419333582,0.17396667154548182,0.07176521862633804,0.17788394470386446,0.26528057350004514,0.15191297168431364,0.1527630970718673,0.17770207404850447,0.19589715704999186,0.08152887011607642,0.16995370092782425,0.15459723492376198,0.14339720352916732,0.14306260529430248,0.20452894371595573,0.25467919908466446,0.06405868176119507,0.1108964570771163,0.20441313755858692,0.15590939185031774,0.1730045122597155,0.17015199288381896,0.143173827348426,0.18783647732623224
DATA,0.2499628976768889,0.1840193244725621,0.26378821074962616,0.3571200166944193,0.3733702578116208,0.05348359849594998,0.3026068433822165,0.26434323666617277,0.21097721976361106,0.19328758496011142,0.25153566400210065,0.3111521762236953,0.3648596626423885,0.1551433870498191,0.1506500892108306,0.20040542307684606,0.26289558425545695,0.24885513722896577,0.14125219145457127,0.14481843018283447,0.1530566352742514,0.17422831871919334,0.11532387242666171,0.08998558305669574,0.223615983252724,0.2771771994175982,0.5128401256269879,0.3375906059805017,0.17573660276830197,0.25537362607816855,0.19238438816475018,0.17253252589143814,0.3116154988612467,0.21481896984175994,0.2241234594276175,0.24771939062920864,0.1839283565426369,0.17659038518156325,0.29467598872782647,0.13814905571884342,0.1754920784872747,0.19096050080598184,0.1639790878398344,0.16434875505549523,0.24885513132247022,0.15046485535800458,0.19734549174706142,0.174459694381043,0.17601917453575877,0.3137432337505743,0.2935953230876476,0.21532815342199885,0.23171397350728512,0.21354195107705892,0.21126465589331928,0.14859068852901045,0.23349405489861966,0.25834560878574847,0.08065136840799823,0.18907532029446553,0.22797279493883252,0.21865743788075634,0.1817871945666977,0.21039331064093858,0.26634418467680615,0.08526344566146293,0.23715836092343798,0.17687834538942712,0.14878162631379943,0.21646245727479896,0.284836590513587,0.24765233902726322,0.04797590620117262,0.1454604552535861,0.3245539962771264,0.29357260015039216,0.23120666310191154,0.20851586962817237,0.19962209440467024,0.22403296093855585
NEUR,0.22168417517036104,0.24214261016707955,0.2688696833470693,0.3277347343138604,0.29326176287961225,0.08243223267583324,0.3085024377324344,0.3160494498711509,0.24110182851762765,0.2641026027065415,0.2741655380680011,0.35849121157079933,0.30788706758865214,0.18544733768650765,0.20253686529199164,0.22595538520917238,0.23628363984686215,0.23538130717710234,0.1728816415095455,0.1988661160883613,0.17786733378826933,0.21145503968018323,0.13262123138221335,0.13305924711569858,0.22947792707082743,0.23290571935842844,0.33759061001205387,0.44457695174347095,0.24238883644246903,0.2686095538620765,0.22616910868436918,0.19009901724982625,0.37487090005952733,0.23849530542577954,0.24016213867285002,0.2520692140819264,0.2169379894808538,0.19979734217574063,0.3056671291275423,0.17791811625765092,0.19415299788579116,0.23616113839293962,0.21757638541599497,0.2060493384864038,0.26691728876490345,0.18652481999104986,0.20012359828494178,0.20254135760643155,0.21254012565343425,0.2892209288279096,0.27402107084959404,0.2773215637908468,0.23931721774503015,0.25836498691485477,0.23071125228680336,0.1557374963984361,0.26973546840823615,0.28640659056030787,0.10416014552717501,0.23080850230819722,0.23355570886337843,0.23189942311392558,0.238338767121343,0.21501392748756096,0.30443135591653675,0.1213712849855975,0.27622947490534255,0.22412838484676195,0.188407168694539,0.20965553842715676,0.3342217060808952,0.3009659854531377,0.082371137834763,0.18524689621149307,0.3605206556279551,0.2783468930364583,0.2763860713600969,0.2227829083191374,0.22870903197371006,0.24569724034773863
