,EINT,UNIV,EEPS,RELS,ENVS,HMAN,CLAS,HISP,ARAB,ECON,HIST,CZCH,CLPS,URBN,JAPN,PHIL,CHEM,EMOW,MGRK,EAST,JUDS,BEO,MES,POBS,ETHN,SAST,ENGL,VISA,ENGN,GREK,EGYT,SANS,COLT,PRSN,COST,MDVL,PHYS,ASYR,FREN,DATA,APMA,LATN,SIGN,KREA,SOC,ITAL,GRMN,TAPS,ANTH,MED,HIAA,EDUC,ARTS,LACA,MPA,AMST,STS,IAPA,CHIN,SWED,NEUR,MATH,HNDI,CSCI,LITR,MCM,AFRI,TKSH,RUSS,MUSC,HEBR,PLME,YORU,LANG,PHP,ARCH,BIOL,GNSS,POLS,SLAV
HIST,0.19908429033265593,0.2279899899815293,0.21212155721666617,0.23296874925920832,0.24921418030734097,0.2216480595677592,0.24836010728893343,0.23521330724898007,0.25326939013104205,0.17986900677940326,0.27294447003347894,0.22452700584141017,0.209162237860872,0.2503449705592986,0.21342354780063033,0.198939147816671,0.18726624448127505,0.17900983518063832,0.24550160688855727,0.3023240305446306,0.25029866924850613,0.1754194816389868,0.2830665494954187,0.22361939592281782,0.24085046214189185,0.27669704711065296,0.23955129899558364,0.22117356418511042,0.17410131841543589,0.1806409623248044,0.2223008318069005,0.20441551782944528,0.24058123014130708,0.22596021016217857,0.23393425723035027,0.18239519007853758,0.12960633927739124,0.22645006157833994,0.21657271314957374,0.17438204287308026,0.15815009086126916,0.19804554843844815,0.2219253267245451,0.1657513749912275,0.24039245645020432,0.2158840516368663,0.23148044533251974,0.209502441402931,0.25906341438636493,0.21368767711950618,0.26189274624533615,0.255562959393176,0.19346976588513737,0.1982937852809853,0.2010199162635537,0.24545196633829053,0.18622921260909947,0.2619462748475448,0.2062081721113497,0.22323125609205113,0.19216556537067853,0.13938950087724986,0.18613908561072437,0.1690704609441736,0.19620161744508635,0.21399758765857568,0.2473218963571835,0.26226302329702555,0.25108230815402155,0.20499715065066754,0.25261436056558256,0.21670459642972764,0.2535620136214448,0.24877403318454083,0.21081651332488693,0.21735364782088018,0.21710845907537046,0.26011259207105564,0.23780512520674493,0.19456795199463764
CZCH,0.31871314998716116,0.1994550671428442,0.22366982563177035,0.20764661082284874,0.2332751066202209,0.14990511651376437,0.20150427271060092,0.2630529437446967,0.36199798838545877,0.15631308893930038,0.22452700736582162,0.5215854421257973,0.23454817745157264,0.25021256394684316,0.3275863084942102,0.16564964576158672,0.1859783510363842,0.03510513164136292,0.37160311490297315,0.35856543807312846,0.19236219295999035,0.19328742157667872,0.2771529761209552,0.23611713672401563,0.2021164678901966,0.2473243541483368,0.26915367516898075,0.33115884758855985,0.2036953284222371,0.19498356016507992,0.22276446494894722,0.24811654817312956,0.22245700666376034,0.34645052750905353,0.23017904468967268,0.0475293560666614,0.14764611899852753,0.24693734121198455,0.26819730848656037,0.17618233654648066,0.18724005737580185,0.21566297034067766,0.35660447627305986,0.2806622131417195,0.2093000103934453,0.23308482656900126,0.28950785743516116,0.2862449307820275,0.23549271683292225,0.22880350828636437,0.2933406207106403,0.26791514849675624,0.0776658788206987,0.08289711682785612,0.19294325235532597,0.23257473720599242,0.057065251493044436,0.22046382078891233,0.3049976500372092,0.41826049238443375,0.21209573869593443,0.12621093036961445,0.29151820912957194,0.20069940504094774,0.2806939426266278,0.18710167687366544,0.23935521350855507,0.3861024133861065,0.34836264162070374,0.25211986747793463,0.347630603859822,0.2529286580781142,0.3790235370397567,0.3244757242500782,0.22370659189280306,0.11635665027657524,0.21216873587547042,0.24821139856552085,0.19167515286107492,0.16845156780133644
CLPS,0.2803488531784916,0.2511512798257172,0.27077005957797556,0.2137065288780529,0.2938969185712921,0.15813298498324002,0.19167699483391806,0.21694295339555267,0.24887435350877543,0.23970875353146104,0.20916224047732784,0.23454817707057704,0.3688688288248373,0.2581006768227301,0.23494916524484077,0.26348275096638296,0.2437384725054444,0.039233937708900844,0.3380034421384335,0.2727567753942408,0.16813642386843292,0.23078144549815494,0.20812764121325347,0.20893536806678467,0.17664873412048274,0.2630717138675126,0.23248363910659764,0.2624847662241268,0.26269269031218856,0.1985399237756307,0.19183522944054635,0.22592063343265292,0.1878678480625854,0.27719205046693485,0.2765978701798377,0.04077524178484799,0.19205882672770797,0.2232242885694811,0.20576949558919297,0.3247050000820309,0.2663376278257742,0.196193522519686,0.3041918584052473,0.20559963339438775,0.29989589501823577,0.19237221756533204,0.24853597599831592,0.24801264721589208,0.2871499074602365,0.3177881927686659,0.24773451804094182,0.31879492774707935,0.08684092135083947,0.08816686854081766,0.2642709242700684,0.22389475038278275,0.06976399068646828,0.2764289593177003,0.2504329511114029,0.27790779315612535,0.3590556916404854,0.2044131405521925,0.1956623178940605,0.27993238767803064,0.2364604441228445,0.17254803975749344,0.2307785775724121,0.28767748503437773,0.23894130884677417,0.2240403409402011,0.23004127471905314,0.260922713989787,0.30881027941112266,0.29222094917839225,0.32803496777999586,0.11803586470564319,0.3094532795682288,0.26223027655629044,0.23604274331455063,0.19787063711520397
URBN,0.20724199018441142,0.2543124570697546,0.24747663020555463,0.21165998862319005,0.33010272710096267,0.15914166693764856,0.20469954318746372,0.23252447357808706,0.24811895027135808,0.24699381260179926,0.25034496850283766,0.25021257232874633,0.2581006768663329,0.43933243304491043,0.19123315114527942,0.21445850894181057,0.19464680535084983,0.020513347245841508,0.2874016959965229,0.309831388364546,0.19471253180591802,0.23043568663299083,0.3144124835463507,0.2164341601583426,0.21486388409144377,0.2950783707201481,0.2576763838332394,0.2757743674127952,0.22356734974386772,0.1598191952740308,0.18011907403318522,0.18179995105213795,0.21102205355141668,0.21580363934238753,0.23697259704478912,0.016490699286805466,0.15213870282052086,0.2157465879805386,0.20882955053355545,0.23188647486269473,0.20779989552278028,0.17599292534370242,0.2570854924619198,0.1267481887868295,0.2961648730543227,0.1904595679236361,0.2308312814804681,0.2509249420071553,0.2870049255058313,0.2755924881063402,0.3027907283070522,0.3169241088988452,0.084894312848337,0.08034463526131824,0.3009708426101133,0.2393799538169294,0.04785342783702967,0.30711266931975845,0.2071589249248306,0.22991933338344098,0.23761084088217468,0.1596038829641078,0.14435211261734365,0.2198147745402739,0.24848766017601723,0.17463757945382494,0.2776421831165463,0.29133855044841767,0.2416845798270184,0.2012237708545096,0.21556687659273546,0.24098030378421145,0.257209287583828,0.2885010731716951,0.28363277406505505,0.12277274366130586,0.25508841308017494,0.2838931997927527,0.2851422277859905,0.171554926619865
JAPN,0.3710867654532194,0.21640318007674067,0.20775921377242498,0.21571275764047945,0.21902430844714954,0.2083775965977111,0.19171546100190393,0.2655646046719459,0.3841200064246853,0.15697580330721478,0.21342354387355347,0.3275863077491522,0.23494916317137804,0.1912331534922123,0.45031574898295934,0.1724752279659733,0.20824879189927337,0.19577050341869748,0.33948858216404915,0.32288738612551243,0.19720550553821442,0.2227665177732706,0.22529582493007183,0.24133291704078708,0.23215468966712555,0.22182784946635362,0.2526598840652566,0.27160936620126924,0.18709819065637825,0.2121987279970199,0.2384444851040219,0.29057652205228807,0.21548623658960597,0.39684434632460275,0.22932426088696553,0.2103276599664241,0.16168126972392202,0.22837429051287472,0.2583331150002778,0.20862961664330215,0.18175403135612087,0.23843880451084778,0.35996662840247157,0.4201823351283868,0.21091478110792544,0.23753610181335647,0.2758690044594308,0.24396979322120052,0.23028517750999294,0.21919378793099895,0.22269465575951178,0.27255015705696084,0.18410091258585454,0.20576062242930326,0.1679558908729814,0.24338829498366513,0.1892983911606746,0.21167079501998767,0.4015639251470566,0.38974822238087653,0.2235800297781825,0.17015199679458007,0.3216328452527523,0.2021708670362642,0.2570557140884921,0.20701557596577175,0.2026531061327948,0.34038456067442896,0.29720100998793814,0.23847196434831452,0.3795941108216842,0.20615008442352215,0.4033357292413712,0.3098785375555356,0.23784575738257147,0.19406939476099797,0.22542633959401928,0.2016270775658389,0.18179437356836656,0.20767871846134464
PHIL,0.19190867747645826,0.21991972056031228,0.2098708311604735,0.21977229596392134,0.23088376960584095,0.14397074749400418,0.19915464651589798,0.19064674607532867,0.20483983552238594,0.20538437767433346,0.19893915140448634,0.16564964381512254,0.2634827485707038,0.21445851248502731,0.1724752328377217,0.3225967872143267,0.20499442333847076,0.019087599447063567,0.25211520049721003,0.23847192950284807,0.1801398075668193,0.16265398430638014,0.17991577116439916,0.17836090394268886,0.15306321907916018,0.25514681234024467,0.23636297006048357,0.21544272623308328,0.19113105741044706,0.20885354138406304,0.20201626587853144,0.2224297939124517,0.1945971894092647,0.20373859092748414,0.24639076868227372,0.020044421767161112,0.16764390319362282,0.20119750360958277,0.2131420216783881,0.2240918240612373,0.212056527584358,0.20368713174447683,0.21582959074899552,0.14862558223928016,0.23423350789190198,0.1772323219538129,0.24608062918741433,0.19125415387135758,0.238111976248642,0.2075849821055308,0.21866799381095917,0.238770627960932,0.05849877276830375,0.061241319101596345,0.21061294030770658,0.18490525561902532,0.045398941540415995,0.23971336531882115,0.19214549512354037,0.19893670900724827,0.24146751292925328,0.2073369913557756,0.17089954032748939,0.19862475322106896,0.21430154319743935,0.14563374699641934,0.21944182616249636,0.2238204237287864,0.218298647205176,0.18302088015805767,0.20968767729898294,0.24086836620544394,0.2251584878563881,0.19408553724487623,0.22923638438759833,0.09803799926296342,0.21318660359259337,0.26851488791406153,0.23179316201208927,0.17393320876018456
CHEM,0.20806063322298643,0.18583003772073423,0.3016644616067106,0.18521719321627947,0.2412320732769788,0.17555157852752423,0.1773361062690656,0.20033484237596508,0.23404255399859888,0.18947528356589668,0.18726624610907938,0.18597835103476731,0.24373847136657328,0.19464680324825975,0.2082488009460374,0.20499442011408975,0.4191775917075574,0.12418164824543361,0.24956657292786985,0.19853632054380593,0.1746003380719713,0.22553310951690136,0.19662674505444658,0.17925867709392407,0.16534817238906818,0.19313280308981323,0.19577651120376613,0.24675790641295436,0.28519444838958374,0.190715256665027,0.20793391408612175,0.2042156168705939,0.17246629362281446,0.23428018943027215,0.2075344709848179,0.12664646693661374,0.2515868871947492,0.20067795021545695,0.19931866557071098,0.24883116836200417,0.28245671245194875,0.1914934986543524,0.23189457036658292,0.18344543197330226,0.2190085376979998,0.18374177915405812,0.22436295706155418,0.22329616947026312,0.22287146021921103,0.2810334616508852,0.21036278489512508,0.23897120069580374,0.14918730768582059,0.1410332889039238,0.1826762561459974,0.20021072804339418,0.13379389608145043,0.21096334298949337,0.1858672058908269,0.20112681078414119,0.3038894383265223,0.2543869414507891,0.1941201009684139,0.23057923833870844,0.20341334733910812,0.1739944850417225,0.1903832767833577,0.24252207691186212,0.22225182403127117,0.21496569673411017,0.24833890990595575,0.21096320063763954,0.23021435171917634,0.17181874853041437,0.24627874729175395,0.1556604772085686,0.3085129841712729,0.18249756460190164,0.18601231670381466,0.2322007934627537
EMOW,0.14696971402459202,0.06800424466519395,0.05151908586919413,0.1583492825360274,0.05593030455537022,0.443534896892483,0.20434244859506207,0.17502575406331194,0.13035120826865,0.023351851508925405,0.1790098312389983,0.035105116995206714,0.039233932369015706,0.020513356093405963,0.1957704929147093,0.019087592015386602,0.12418164686461856,0.8659363523835227,0.04837256415159485,0.03718887956278021,0.26692003701818445,0.14960848247366293,0.15977341799084477,0.22444429822844342,0.3047350037698724,0.024328369466701933,0.08874925669853212,0.10317889645003461,0.07304433495763497,0.11353508678601226,0.12079490236716256,0.133235609166265,0.24550647118986507,0.1502065517836147,0.12317990583968817,0.8742447218724659,0.07372286494555218,0.0887404215930488,0.13616140683750724,0.04754976510247659,0.047407470410754174,0.09884818954564327,0.09280010717699214,0.1552649984350576,0.06211303147075198,0.20003074319242592,0.09595674575903598,0.13486968050626005,0.11925952799387403,0.07387129859541476,0.07315201254185778,0.11839348311646504,0.7319391615334011,0.6966607769210942,0.014332015142038773,0.26519991185459446,0.7605663173458447,0.05657381916962405,0.12539507454586407,0.10649408630671953,0.08315202636322716,0.06566142995414188,0.13828400078983533,0.058056824381515305,0.05949577017229607,0.3792622962617879,0.06277672750210124,0.0797637198475145,0.10350909599408435,0.17240275599349014,0.1253418729950984,0.04262279526751842,0.12952942211949633,0.060000860132277005,0.09345011478083587,0.5503286454585448,0.11615540694449236,0.04069237971871477,0.05225393068686477,0.26467794085305835
MGRK,0.47257017306983473,0.2752368997037411,0.2744147861021615,0.24473234222095924,0.31141422408677283,0.18506399089528713,0.2520751302277117,0.3167777645648183,0.4172538883363207,0.2133839566833286,0.24550161321127267,0.3716031063348055,0.33800344145094807,0.2874017038941383,0.3394886004552245,0.25211519917845726,0.24956657952344458,0.0483725591324314,0.5134644208682908,0.35407175216823816,0.1868949386976763,0.3003114899992943,0.268185889814049,0.27424966299619813,0.22427448244831924,0.29520305395126345,0.3172460039982534,0.3529589234810808,0.27536453239558156,0.3080431832117029,0.2983212258201092,0.32334792815769714,0.24723517790359134,0.4598973661661148,0.29572771965370825,0.05500208355151698,0.19650229459255933,0.295006000995636,0.2969279510492925,0.2856023792922497,0.24003159489569276,0.3083955651548292,0.42030374020338057,0.3250582128142317,0.2949991523101926,0.2559434508295873,0.32365419042429755,0.33334994349077496,0.30830179834917476,0.31491311024874447,0.31378831701680415,0.374677621855818,0.0988426984846592,0.10980177212175196,0.2701277212053537,0.2697300970019337,0.0728593367913093,0.29934367586392907,0.39963799009720485,0.44115500152111053,0.3328495427891612,0.20452895106811245,0.35398850187659264,0.29349155615010625,0.3353812659614616,0.20093752242786558,0.28072705880125487,0.462499373704195,0.3462608520026234,0.29188764155001584,0.3911792683104674,0.280079169323047,0.5012176319956779,0.4464574789007505,0.32203951088232124,0.13560899157112,0.3129704042175494,0.29689030988762777,0.23740884733441123,0.24478238256027302
EAST,0.26994467561598867,0.26988594941794875,0.24984300293588257,0.2703694070839144,0.29596393803755444,0.18371582628924443,0.2675486300811624,0.27546005911769017,0.36017867057429004,0.21737710521579853,0.30232403101730565,0.35856543737463653,0.2727567718398694,0.30983140002936127,0.32288738042116166,0.23847191972803558,0.19853631384022366,0.03718888341488006,0.3540717404335737,0.47551735950013,0.2450358492703041,0.18034190915059295,0.3386735938422914,0.24320692852688808,0.25583842882978,0.37223929007138523,0.29990320276289023,0.29475378052776924,0.21086898626538844,0.21395736614916436,0.2623608987936071,0.26886880799672025,0.27117162583150883,0.3158475185434024,0.3071493452185273,0.04146772832473289,0.1485190999293991,0.27829679882658337,0.25845826070775124,0.21892163665033876,0.1908756447668312,0.2265448499206936,0.3195813501253724,0.29178516326161724,0.28386176524374884,0.23496016346899312,0.2983377758015801,0.25793305992764154,0.30834189822333147,0.2501642827701289,0.32963264521960217,0.3103449840534173,0.09513222005334682,0.09905468011339298,0.24308253378258088,0.2687445079229408,0.06611113187402505,0.30938807190856704,0.3298174281604588,0.33756026811897755,0.23076280063716695,0.15230769222200086,0.27070738598704336,0.21686495622450597,0.2605350370176085,0.2003624695110267,0.2866110540489899,0.3955652104690671,0.34630366375429067,0.23903652765208486,0.3459226544946432,0.24560946909089884,0.3691847555649777,0.34904957252244156,0.2472203557159392,0.14584767783118877,0.2404130322115342,0.3208216564938387,0.2755552554818945,0.16367577348622336
JUDS,0.1557043358593041,0.20766832054230489,0.16326396473846336,0.23744028887099208,0.19154419842306722,0.24618860703119733,0.24218586218876786,0.22105387379198482,0.22905773478042749,0.1468975768092051,0.250298679934448,0.19236220018097405,0.16813642611260282,0.1947125494454263,0.19720552126204388,0.18013981091472994,0.1746003397337641,0.2669200480003378,0.1868949422121255,0.2450358580370246,0.2923500526576985,0.13538854705273276,0.27061960937654866,0.20842136832590427,0.2380883500704335,0.23148366043876326,0.2171704715776839,0.18239341975371962,0.14127487033554584,0.17063965018099192,0.20566826885893802,0.1833311582536057,0.24879574080791803,0.17843399293444775,0.20407843568008738,0.2741289140762496,0.11205820547196911,0.21066183322195517,0.19755050864747586,0.14779041522544706,0.1341450211122146,0.17056017640667656,0.1999581823642883,0.13773300042979555,0.2022201994423054,0.20557271770169783,0.21820484219481134,0.16926460333518017,0.22178000859545405,0.16558460576278675,0.2136172576717069,0.21698425942295949,0.2574515734359415,0.2552614217565031,0.16060675339863842,0.23399920648293587,0.2598960346485418,0.21534355595698193,0.16283335527060208,0.19100217666063043,0.15563414605618972,0.1229286392587131,0.14743102884127035,0.13697349006659207,0.1598068523746024,0.2281685467976498,0.21147419480644142,0.22320522498339415,0.22659269312097963,0.1858420058519703,0.3219739684007234,0.18373824715726422,0.20514384270818145,0.19976829151036563,0.17252186444581347,0.25803639703042186,0.18386363313172846,0.23082722950493917,0.20693083233131535,0.17208364335130208
BEO,0.2427365407347679,0.25416181901469825,0.21558573687493446,0.17019943893731881,0.26831474878958295,0.18432548503042198,0.1626504168190338,0.21501622199875248,0.22316459404925507,0.1817084701521718,0.17541948798959991,0.1932874361053109,0.23078144106336615,0.23043569892644883,0.22276653233915567,0.16265397974848747,0.22553310602961574,0.14960847871289365,0.3003115163743496,0.1803419233765453,0.13538854342316173,0.5172022119164467,0.1630092147072511,0.18908950577561673,0.17620542517730167,0.17896859725671155,0.2119566229008119,0.2933107484941897,0.2769581202021223,0.18738233589101583,0.18500341641095777,0.20403881420691808,0.16119221557996102,0.27974903384844463,0.21453399912764629,0.15312520095612853,0.1648196311253123,0.181099953999122,0.19163287281912442,0.2647881284356117,0.20573153156613888,0.18604929485092206,0.26137257933616637,0.24826985970139503,0.22788525062254988,0.18787378360732243,0.20987689672481447,0.28019884031037895,0.21055469905766538,0.26687269629910587,0.22008222034452735,0.2782224638066415,0.20807230293750764,0.16928536662688623,0.21990660908166318,0.22446372160945643,0.16104694337416917,0.22945813799548584,0.2620129353801409,0.23472600430250168,0.26558243519067765,0.16906730522486296,0.21021188676357266,0.2736224857587995,0.26119327602287135,0.17613654590874783,0.1981907759168435,0.2414611853659153,0.20413281775333664,0.23829177684900868,0.21144877336919307,0.2197581777969996,0.28591441412766777,0.21417729258537294,0.28003431474328927,0.1621893212236464,0.27567995616465535,0.18775769941663992,0.18299485406947924,0.2984894891579946
MES,0.19793335814028978,0.22276367966883948,0.22888902366338743,0.24555099037631103,0.2645270337863844,0.2218592581131296,0.24998686785893465,0.2475494232836782,0.31085104442068506,0.17028312724082134,0.2830665516517241,0.2771529789149229,0.2081276358188396,0.3144125118984708,0.22529582588800362,0.1799157615814225,0.19662674154397025,0.15977341655743163,0.26818588066047855,0.3386735961539671,0.2706195951055085,0.163009196067495,0.31739689227903173,0.2341442738249028,0.2471443562242551,0.306718166575444,0.24299155545974852,0.2655703454851086,0.190915894393211,0.17283050952357285,0.23488197218726523,0.20835436029093607,0.2548749113105377,0.2357239599029223,0.2512828293182547,0.16262448931852955,0.12966964524372349,0.24528424402454957,0.2168729656919216,0.17681803054043224,0.16870511011560865,0.18604615083372944,0.2417656288615295,0.15757801805046343,0.23922266593550914,0.22356755755442595,0.22420380882709762,0.22547671202781988,0.26843309419267153,0.22494414180650243,0.30381423496806625,0.2632503764929819,0.1905950714168804,0.18403899080769054,0.21204499992641754,0.25279630858261465,0.1667036889044179,0.26735480583496,0.20248151008217108,0.24159472861460274,0.19924051851433303,0.14091703965473776,0.19441704388175693,0.19359128606585296,0.21787459198311562,0.2304393485398201,0.250302963702735,0.30952275384749683,0.27212181660292256,0.21977177594979164,0.31445764785721186,0.22502632013389043,0.2586094041665395,0.27660980980311123,0.2132052057458923,0.21572860908694566,0.22125768455041103,0.2524143203239267,0.23773444979295072,0.17096374743795467
POBS,0.25610819218966824,0.19799230388061215,0.19551336658383367,0.2083269612353783,0.21943295262276363,0.22281418320010113,0.21546482924186888,0.26992605409357906,0.2758177309535826,0.1482983278800392,0.22361939497733663,0.23611712703355947,0.2089353688220189,0.21643416540150962,0.24133291444562088,0.17836089935117902,0.17925867198756995,0.22444430724402117,0.2742496559450116,0.24320692448040623,0.20842135825087954,0.18908950157750112,0.23414427318078065,0.2492527807944526,0.23390270198649307,0.21281296345450057,0.24388221825180237,0.23660636134445667,0.17222706347463257,0.20176009644488566,0.21257401430734602,0.23304146630182052,0.241518800105674,0.2669407631724309,0.21484539048802445,0.23033504147861095,0.13185240355302366,0.20463946119595605,0.23060857865545983,0.16954362976427476,0.16179374806270128,0.22631389584813194,0.2606270666449116,0.19749759770452213,0.2125909391692812,0.2256477748783658,0.23833115109721806,0.22775912300170564,0.23888468423784118,0.2039003806882717,0.23771891528895422,0.25192352552992103,0.22173510443669958,0.23103036310698716,0.16864750153528382,0.23805085213253016,0.21492207856298676,0.20835561406770117,0.2303321235240079,0.2737443635526758,0.20699692535142486,0.13841628255369387,0.2189633191204988,0.1720112506253172,0.22424756486056388,0.2159545975803298,0.2295492449933962,0.2691717556337468,0.2521958137063352,0.2195613658182588,0.26117185873385423,0.18998429444260323,0.28854503482580185,0.2809686050392114,0.21005376698545897,0.2166418111355653,0.21664302463203883,0.21565804882676531,0.18122708860745787,0.23147781151466262
ETHN,0.22191886761270108,0.21009539599333601,0.16789807290766154,0.21037795742750093,0.21558122532922655,0.25226508286223615,0.21430450971743398,0.23928648423053278,0.24039659346453846,0.14155079485363897,0.24085046452436062,0.20211647562072835,0.1766487330682596,0.21486389088982139,0.23215468810383408,0.15306321533746087,0.16534817245512926,0.3047349968788641,0.22427447708323597,0.2558384275499044,0.23808834302160894,0.17620543041931733,0.24714436153659508,0.23390270654460069,0.25984943966032004,0.23401234449413258,0.21616650795682507,0.22286423347315773,0.15371770288853465,0.15992119489514844,0.18015243359822927,0.1913143249879044,0.2342157691807957,0.2195282699318514,0.21282879738371188,0.30762426214659216,0.1240265061898667,0.17928650761060122,0.19802060607730204,0.14085517710218914,0.13190003803321124,0.17241715894280268,0.23316633009928323,0.18425513230012877,0.2063792391698091,0.20299042475911075,0.2023666599016244,0.21238603852453947,0.23613158766741316,0.19004004902117663,0.2141530749249749,0.2457593469731418,0.28881061146967113,0.2916325940539812,0.17580876559770245,0.2567522372732462,0.2842891627535456,0.21718454911647964,0.22049503888609626,0.2363640976005367,0.17193117608544917,0.11966095792145509,0.18739214320001857,0.15436758631657224,0.18877311864068297,0.24523091342712564,0.21995338535006076,0.24959487657262278,0.2165493221282737,0.196430902933927,0.23200758660419118,0.19052178246183468,0.27613390651014114,0.26329756355179207,0.19381535938606514,0.26384313532264925,0.19974649937177713,0.20621906618907815,0.1949197307808184,0.2020769395555059
SAST,0.2070036461310727,0.2689601281391723,0.24178057282111373,0.29527867335543434,0.3119279558257181,0.1760767802490071,0.2388010597202641,0.2261416355183176,0.2767183291947558,0.2044351623387478,0.27669704531910055,0.24732435308396813,0.263071700516943,0.2950783743390015,0.2218278530985117,0.2551468054285007,0.1931327980784108,0.024328376277394235,0.2952030267034258,0.37223928993833916,0.2314836579589321,0.17896858443106925,0.3067181769530384,0.21281296511437836,0.23401234929963033,0.4063312755454154,0.25127877816306726,0.24259666172984223,0.19155271592662135,0.1687154048455081,0.20470082907316586,0.23168004401737735,0.22207555011608543,0.2171661921200298,0.3604642327446195,0.026615189719970133,0.12414677549552705,0.22930747033318594,0.20028839272535628,0.19287404195139451,0.15739400752903615,0.17176137327178553,0.2475008466414043,0.15090042067736031,0.28457314653506316,0.1826670690897627,0.23000283561469542,0.22967601346894664,0.29008332107066015,0.2551154407007354,0.29321700080862434,0.2866148040767557,0.07831129909359982,0.08251995268263325,0.2540368522251291,0.2328571963000485,0.05517832721726826,0.30336253086369697,0.21932717412266703,0.22943864549909318,0.22432568974127726,0.14389293642817427,0.1893930671470506,0.18127158223793366,0.22264255854404635,0.18016829984358423,0.27555312380034036,0.3276986743722643,0.24777017314253108,0.2116044265151556,0.2597378148209481,0.2766941736141841,0.30452655184836613,0.28106401967150824,0.24376879024544607,0.13395380759578465,0.24398006554351215,0.30147310299798846,0.2761658280884393,0.14745617963905847
ENGL,0.2635674661937721,0.24053512212098102,0.2132410490462537,0.22944721412046284,0.24307423415519133,0.18501190478636256,0.2366104060384932,0.2740925400753926,0.3091133836305187,0.1772416262498712,0.23955130427829005,0.26915366960955517,0.23248364165110397,0.2576763868861718,0.2526598887893428,0.23636296969379908,0.19577651175611194,0.08874926232383021,0.3172460048744569,0.2999032059301591,0.21717046597272172,0.21195661853096087,0.24299156313501408,0.24388222582359562,0.21616651157189415,0.25127878785337004,0.3433744304649415,0.2942452675776768,0.1911642112680476,0.24922243218192258,0.25829724699506684,0.275021787311725,0.2689401192970273,0.3031486449398886,0.23976642076681576,0.09257054388611008,0.1457507856238315,0.23719847896061108,0.2842606962680441,0.1837041032340197,0.1808540944567951,0.2819365466017963,0.29250200747759364,0.22230123326465087,0.24135253956140088,0.23753386722839975,0.29276767535319786,0.259498928310016,0.2545954072184255,0.2096077141830726,0.27441623186192643,0.2693835949214291,0.11694354395576924,0.12860107768498422,0.2049030927810533,0.2459391965053879,0.10557743770707642,0.24664223528629517,0.27750563198022643,0.3171506426582227,0.21716635973962517,0.15900464074441623,0.26985588187960036,0.19469061922955552,0.3143869597798735,0.18835336525636948,0.271112090633989,0.29757034472541466,0.3083602627731751,0.24289939090257434,0.32957149872898445,0.2338661475037383,0.32835128257165147,0.2872527968011746,0.23063294613481203,0.14661944338977004,0.23120208566601783,0.2711670632748532,0.22882948559639366,0.20660494484694764
VISA,0.30158367858308816,0.25746416013849815,0.262204412152069,0.21337007553476092,0.2762167026437279,0.19622323549083376,0.20035667299261486,0.27282182005760464,0.32149773242249,0.1877743125925639,0.22117357070879157,0.3311588437013004,0.2624847702969145,0.27577437159159907,0.271609376750522,0.21544272840306486,0.246757907765228,0.10317889879183847,0.35295893378231835,0.2947537865408737,0.1823934159972165,0.2933107398126436,0.26557035579328764,0.23660637034425655,0.22286423679545336,0.2425966747799275,0.2942452688760123,0.44947333572056924,0.27144836323769805,0.19288288829746938,0.22710263617235518,0.23096959468017778,0.22222052208432594,0.3124941299143045,0.2602479261841629,0.10407503679048007,0.1950149675357439,0.20700252712771727,0.2533683685167436,0.23789999442498969,0.21424089714812247,0.22659851927801922,0.3414396785523581,0.25467773986494413,0.2565664647299684,0.2203751809203555,0.25841577545552674,0.3459165603425081,0.2649430885055459,0.2783108031701135,0.331372635004567,0.3096178395588459,0.1536471156438853,0.13934236773071185,0.23896643349435182,0.2720954824813231,0.11599390355512186,0.25552642401991127,0.2971047977930394,0.3421537024171456,0.2764808724569562,0.17019102083663581,0.25521290205095126,0.2809314587805011,0.346246114006077,0.22799548537080233,0.2611590840230071,0.3176901200219341,0.2778822554233061,0.28625890434541623,0.29943431897655776,0.30027486826630606,0.3514171732940536,0.2844895904046902,0.27517391868175,0.15428293414477198,0.282637520903691,0.2513706130583001,0.21945912031828405,0.21691019801368963
